ID,Name,date,Mean,Low,High,AOR,AWS,ATM
119,¼ö¿ø,2022-03-07,2,-4.2,8.8,,1,1016.3
119,¼ö¿ø,2022-03-08,4.7,-2.1,12.2,,1.2,1014.9
119,¼ö¿ø,2022-03-09,5.9,0,13.7,,1.2,1017.5
119,¼ö¿ø,2022-03-10,8.2,0.5,16,,1.3,1016.3
119,¼ö¿ø,2022-03-11,10.1,2.2,18.4,,1,1013.8
119,¼ö¿ø,2022-03-12,13,3.6,20.5,,1.9,1010.4
119,¼ö¿ø,2022-03-13,11.8,8.5,15.2,22.1,1.6,1006.8
119,¼ö¿ø,2022-03-14,8.7,3.9,14.4,7.9,2.8,1007.4
119,¼ö¿ø,2022-03-15,6.4,0.9,13.6,,1.3,1010
119,¼ö¿ø,2022-03-16,9,1.7,16.5,,1.1,1012.3
119,¼ö¿ø,2022-03-17,10.9,7.7,14.9,0.1,2.5,1014.4
119,¼ö¿ø,2022-03-18,8.2,6.5,10.8,0.5,3.5,1006.5
119,¼ö¿ø,2022-03-19,3.4,1.1,6.5,12.2,2,1004.9
119,¼ö¿ø,2022-03-20,4.5,1.4,8.6,,1.9,1014.8
119,¼ö¿ø,2022-03-21,4.7,-1.8,9.9,,1.5,1019.5
119,¼ö¿ø,2022-03-22,6.2,0.1,12.9,,1.8,1017.6
119,¼ö¿ø,2022-03-23,5.6,2.8,8.3,,1.3,1014
119,¼ö¿ø,2022-03-24,8,2.3,14.1,,1.4,1015.4
119,¼ö¿ø,2022-03-25,12.4,4.4,18.7,8.2,2.4,1010.3
119,¼ö¿ø,2022-03-26,10.8,6.8,14.3,20.8,2.9,998.5
119,¼ö¿ø,2022-03-27,7.3,3,12.8,,2.6,1011.9
119,¼ö¿ø,2022-03-28,7,0.3,14.2,,0.8,1021.4
119,¼ö¿ø,2022-03-29,9.1,1.5,16.3,,1.6,1020.1
119,¼ö¿ø,2022-03-30,10.3,4.4,14.9,0,1.5,1016.3
119,¼ö¿ø,2022-03-31,10.5,6.9,15.2,,2.3,1019.4
119,¼ö¿ø,2022-04-01,8.5,4,14.5,,2,1024.4
119,¼ö¿ø,2022-04-02,6.9,1.5,13.7,,2,1023.3
119,¼ö¿ø,2022-04-03,8.2,1.3,16.2,,1.8,1023.7
119,¼ö¿ø,2022-04-04,8.9,2.1,16,,1.8,1023.6
119,¼ö¿ø,2022-04-05,9.5,1.6,16.4,,1.7,1018.2
119,¼ö¿ø,2022-04-06,10.6,6.9,16.9,,1.8,1016.9
119,¼ö¿ø,2022-04-07,10.2,6,15,,2.3,1014.1
119,¼ö¿ø,2022-04-08,12.5,3.6,20.9,,1.6,1014.7
119,¼ö¿ø,2022-04-09,17.2,9.7,24,1.3,2.6,1010.8
119,¼ö¿ø,2022-04-10,17,8.8,25.1,,1.7,1012.1
119,¼ö¿ø,2022-04-11,18.7,11.6,26.2,,1.6,1008.8
119,¼ö¿ø,2022-04-12,17.8,13.7,24.8,0,2.4,1006.5
119,¼ö¿ø,2022-04-13,11.6,9.8,14.1,9.5,2.7,1010.1
119,¼ö¿ø,2022-04-14,11.1,8.3,14.3,1.2,3.6,1014
119,¼ö¿ø,2022-04-15,11.5,7.3,17.3,,2.2,1013.5
119,¼ö¿ø,2022-04-16,11.4,4.6,18.3,,2.1,1013.6
119,¼ö¿ø,2022-04-17,12.2,4.5,20.7,,1.7,1014.2
119,¼ö¿ø,2022-04-18,13.6,9,20.8,,1.7,1013.8
119,¼ö¿ø,2022-04-19,13.2,6.1,21.4,,1.8,1013.3
119,¼ö¿ø,2022-04-20,13.8,6,21.7,,1.7,1011.8
119,¼ö¿ø,2022-04-21,14.9,7,22.8,,2,1007.9
119,¼ö¿ø,2022-04-22,15.1,12.3,19,,2.8,1006.6
119,¼ö¿ø,2022-04-23,16.3,8.5,25.2,,1.2,1007.9
119,¼ö¿ø,2022-04-24,17.6,11.6,24.6,0,1.7,1007.3
119,¼ö¿ø,2022-04-25,19.9,16.4,24.7,4.2,1.2,1006.5
119,¼ö¿ø,2022-04-26,19.4,15.5,24.7,12,2.7,999.3
119,¼ö¿ø,2022-04-27,16,11.3,22.1,,2.5,1010.5
119,¼ö¿ø,2022-04-28,16.1,9.8,24.7,,1.8,1011.6
119,¼ö¿ø,2022-04-29,13.4,10.3,17.1,14.2,2.5,1012.1
119,¼ö¿ø,2022-04-30,12.8,9.4,18,,2.9,1013.4
119,¼ö¿ø,2022-05-01,12.8,6.4,18.6,,3,1009.2
119,¼ö¿ø,2022-05-02,13.2,8.8,18.6,0,2.3,1009.6
119,¼ö¿ø,2022-05-03,14,7.6,20.9,,1.8,1014.9
119,¼ö¿ø,2022-05-04,16.5,7.7,25.3,,2.2,1014.8
119,¼ö¿ø,2022-05-05,17.3,8.9,24.8,,1.6,1014.5
119,¼ö¿ø,2022-05-06,18.4,11.4,24.9,,2,1012.2
119,¼ö¿ø,2022-05-07,16.7,13.5,23,0.1,2.6,1012.9
119,¼ö¿ø,2022-05-08,15.2,11.3,18,2.4,2.4,1014.6
119,¼ö¿ø,2022-05-09,16.7,11.1,24.4,,2,1013.7
119,¼ö¿ø,2022-05-10,18.1,10.7,25.3,0,2,1011.9
119,¼ö¿ø,2022-05-11,17.9,13.7,23.3,0,1.8,1011
119,¼ö¿ø,2022-05-12,19.1,12.4,26.9,,1.7,1006.8
119,¼ö¿ø,2022-05-13,18.5,14.4,23.5,,2.1,1003.5
119,¼ö¿ø,2022-05-14,14.7,9.9,18.7,,3.1,1008.5
119,¼ö¿ø,2022-05-15,14.5,7.7,20.9,,2.5,1010.1
119,¼ö¿ø,2022-05-16,16.4,8.5,23.4,,2.5,1007.5
119,¼ö¿ø,2022-05-17,19.3,12.2,26.7,,2.2,1008.9
119,¼ö¿ø,2022-05-18,20.4,14.4,26.5,0.5,2.7,1011.6
119,¼ö¿ø,2022-05-19,19.7,15.3,23.1,,3,1012.4
119,¼ö¿ø,2022-05-20,19.7,13.2,25.3,,2,1009.4
119,¼ö¿ø,2022-05-21,19.1,15.7,24.5,,2.3,1005.5
119,¼ö¿ø,2022-05-22,19.6,15,25.1,,2.2,1003.8
119,¼ö¿ø,2022-05-23,21.6,16.8,29.6,,2,1007.8
119,¼ö¿ø,2022-05-24,20.9,14.3,28.8,,1.7,1009.8
119,¼ö¿ø,2022-05-25,19.7,15,25.4,10,2.1,1004.8
119,¼ö¿ø,2022-05-26,18.2,13.8,23.3,,3,1000.4
119,¼ö¿ø,2022-05-27,19.1,15.6,23.9,,2.9,997.5
119,¼ö¿ø,2022-05-28,21.5,13.6,29,,2.5,1001.2
119,¼ö¿ø,2022-05-29,21.9,16.1,28.8,,1.8,1001
119,¼ö¿ø,2022-05-30,19.7,15.2,23.8,0.4,2,998.5
119,¼ö¿ø,2022-05-31,19.5,11.9,26.6,,1.8,1003.7
119,¼ö¿ø,2022-06-01,21.1,14.9,28.8,,2.5,1002.1
119,¼ö¿ø,2022-06-02,19.9,13.7,25.7,,2,1003.6
119,¼ö¿ø,2022-06-03,23.1,18.7,30.9,,1.8,1005.6
119,¼ö¿ø,2022-06-04,24.5,18.2,28.9,,1.8,1005.4
119,¼ö¿ø,2022-06-05,21.5,18.7,25.3,0.3,3.1,998.6
119,¼ö¿ø,2022-06-06,19.5,16.7,23.8,3.1,2,997.4
119,¼ö¿ø,2022-06-07,19.9,15,24.3,,2.4,1003.2
119,¼ö¿ø,2022-06-08,20.6,16.5,25.3,,2.2,1007.1
119,¼ö¿ø,2022-06-09,20.7,17.2,25.9,0.1,1.5,1008.9
119,¼ö¿ø,2022-06-10,21.3,16.5,27.3,1.3,1.6,1009.5
119,¼ö¿ø,2022-06-11,24.3,16.4,31.6,0,1.9,1007.7
119,¼ö¿ø,2022-06-12,23.7,19.4,29.7,,2.3,1007.9
119,¼ö¿ø,2022-06-13,24.7,19.9,29.9,,2.9,1004.8
119,¼ö¿ø,2022-06-14,21.2,17.4,26.1,0.5,4.2,1004.3
119,¼ö¿ø,2022-06-15,17.9,14.9,21.4,52.7,2,1001.9
119,¼ö¿ø,2022-06-16,19.9,17.1,25,0.1,2.1,1003.9
119,¼ö¿ø,2022-06-17,21.7,15.6,26.1,,1.3,1004
119,¼ö¿ø,2022-06-18,23.1,21.5,26.3,,1.3,1003.4
119,¼ö¿ø,2022-06-19,23.4,21.6,25.7,0,1.4,1003.5
119,¼ö¿ø,2022-06-20,24.6,20.9,30.3,,1.3,1000.5
119,¼ö¿ø,2022-06-21,24.6,19.5,31.4,,2,999.9
119,¼ö¿ø,2022-06-22,24.4,20.8,30.1,,1.5,1003.2
119,¼ö¿ø,2022-06-23,24.3,21.2,28.8,65,2.6,995.6
119,¼ö¿ø,2022-06-24,23.3,19.7,26.4,15.4,3.2,994.2
119,¼ö¿ø,2022-06-25,26.4,21.5,31.7,,2.5,1000
119,¼ö¿ø,2022-06-26,27.1,24.7,29.6,,2.6,1004.1
119,¼ö¿ø,2022-06-27,27.8,25.1,29.8,3.4,2.9,1002.5
119,¼ö¿ø,2022-06-28,28.4,27.7,29.8,0,5.7,998.7
119,¼ö¿ø,2022-06-29,25.6,24.3,28,45.2,3.7,1000.6
119,¼ö¿ø,2022-06-30,23.8,21.4,27.4,285,1.8,1006.2
119,¼ö¿ø,2022-07-01,27.3,23.4,31.4,5.4,1.7,1010
119,¼ö¿ø,2022-07-02,27.9,23.3,33.7,,1.3,1008.4
119,¼ö¿ø,2022-07-03,28.5,22.9,34.3,,1.4,1004.4
119,¼ö¿ø,2022-07-04,28.7,25.2,32.6,,1.5,1001.1
119,¼ö¿ø,2022-07-05,28.1,24.7,32.8,0,1.3,1001.1
119,¼ö¿ø,2022-07-06,29.6,25.1,34.5,23.5,1.9,1002.7
119,¼ö¿ø,2022-07-07,29,25.9,32.1,0,2.9,1001.2
119,¼ö¿ø,2022-07-08,26.6,24.2,30.2,0.2,2.5,998.9
119,¼ö¿ø,2022-07-09,26.2,23.2,31.3,0,1.8,998.7
119,¼ö¿ø,2022-07-10,28.3,23.2,34.8,0,1.2,1000.5
119,¼ö¿ø,2022-07-11,26.6,22.4,30.6,0.7,1.7,1001.7
119,¼ö¿ø,2022-07-12,27.5,24.1,30.3,,1.8,1003.1
119,¼ö¿ø,2022-07-13,24.9,23.7,27.9,139.1,2.4,998.1
119,¼ö¿ø,2022-07-14,24.9,22.6,29,0.8,2.1,996.2
119,¼ö¿ø,2022-07-15,25.5,21.9,29.9,,1.9,995.9
119,¼ö¿ø,2022-07-16,25.4,22.6,29.4,,2.3,994.5
119,¼ö¿ø,2022-07-17,25.4,22.1,30,,1.7,996.6
119,¼ö¿ø,2022-07-18,25.8,23.2,28.9,0,1.9,995.2
119,¼ö¿ø,2022-07-19,26.2,22.9,30.4,,1.9,998.4
119,¼ö¿ø,2022-07-20,27,24.1,31.5,0.6,1.5,1002
119,¼ö¿ø,2022-07-21,23.6,21.1,26.2,12.4,1.9,997.9
119,¼ö¿ø,2022-07-22,25.3,22.8,28.4,0.1,2.1,1001.6
119,¼ö¿ø,2022-07-23,24.6,22.1,28.1,25.7,1.6,1000.5
119,¼ö¿ø,2022-07-24,25.6,22.8,29.2,0.4,1.6,998.2
119,¼ö¿ø,2022-07-25,26.7,23.5,31.2,,1.7,1004.6
119,¼ö¿ø,2022-07-26,28.3,23,33.8,,1.4,1005.2
119,¼ö¿ø,2022-07-27,28,24.4,31.6,,2,1005.4
119,¼ö¿ø,2022-07-28,28.7,24.9,33.7,0.3,2.6,1006.6
119,¼ö¿ø,2022-07-29,30.6,25.8,35,,1.8,1007.6
119,¼ö¿ø,2022-07-30,31.1,27.4,35.2,0,3.2,1005.1
119,¼ö¿ø,2022-07-31,27.5,25.4,29.7,33.8,2.5,1001.9
119,¼ö¿ø,2022-08-01,28.7,25.2,32.8,37.3,2.9,1001.3
119,¼ö¿ø,2022-08-02,27.3,26.2,29.8,5,2.6,1004.4
119,¼ö¿ø,2022-08-03,27.8,24.9,31.2,55.5,2.5,1006.2
119,¼ö¿ø,2022-08-04,28.7,25.9,33,0,2,1005.4
119,¼ö¿ø,2022-08-05,28.7,26.1,32.2,0.4,1.9,1002.2
119,¼ö¿ø,2022-08-06,28.5,26.6,32.1,6.9,1.2,1001.9
119,¼ö¿ø,2022-08-07,29.2,26.7,32.9,0,2.2,1002.2
119,¼ö¿ø,2022-08-08,27.5,24.5,29.4,129.4,2.6,1002.2
119,¼ö¿ø,2022-08-09,26.1,23.2,28.5,192.8,2.5,1001.7
119,¼ö¿ø,2022-08-10,23.5,21.9,26,14.6,1.1,1002
119,¼ö¿ø,2022-08-11,24.4,23.4,26.4,83.7,1.2,1000.1
119,¼ö¿ø,2022-08-12,26.4,22.6,32,,1.2,1002.1
119,¼ö¿ø,2022-08-13,25.4,23.4,26.8,6.9,1.3,1001.6
119,¼ö¿ø,2022-08-14,27.1,24.8,31.5,31.5,1.3,1001.5
119,¼ö¿ø,2022-08-15,28.4,26,31.2,0.6,3.8,996.9
119,¼ö¿ø,2022-08-16,26.2,22.7,30.3,0,2.1,999.5
119,¼ö¿ø,2022-08-17,25.3,21.7,30.8,,1.4,1002
119,¼ö¿ø,2022-08-18,25.1,21.7,30.2,,1.5,1003.4
119,¼ö¿ø,2022-08-19,26.2,22.1,28.9,9,2.4,998.6
119,¼ö¿ø,2022-08-20,27.3,24.5,30.8,0,2.1,997.9
119,¼ö¿ø,2022-08-21,27.4,23.7,33,,1.3,1000.8
119,¼ö¿ø,2022-08-22,26.4,21.9,30.9,2.2,1.5,1000.3
119,¼ö¿ø,2022-08-23,24.9,21.2,29.9,6.1,1.3,1001.7
119,¼ö¿ø,2022-08-24,24.5,20.7,28.2,,2.4,1003.8
119,¼ö¿ø,2022-08-25,22.1,20.2,25.3,0.4,1,1003.7
119,¼ö¿ø,2022-08-26,23.2,18.3,28.3,,1.8,1003.2
119,¼ö¿ø,2022-08-27,21.7,18.4,25.6,2.4,2.6,1006.2
119,¼ö¿ø,2022-08-28,22.2,14.8,28.8,,1.5,1010.4
119,¼ö¿ø,2022-08-29,20.9,18.7,22.6,1.4,2.3,1011.4
119,¼ö¿ø,2022-08-30,19.3,17.8,20.6,54.7,1.7,1006.9
119,¼ö¿ø,2022-08-31,21.3,19.5,24,0,0.9,1004.7
119,¼ö¿ø,2022-09-01,23.7,17.5,30.8,,1.1,1009.2
119,¼ö¿ø,2022-09-02,24.6,20.1,29.7,,2.5,1011.6
119,¼ö¿ø,2022-09-03,24.3,19.9,28.8,,3.2,1009.9
119,¼ö¿ø,2022-09-04,23.4,21.1,26.4,18.7,2.8,1005.2
119,¼ö¿ø,2022-09-05,19.9,18.1,23,120.4,1.8,1002
119,¼ö¿ø,2022-09-06,20.9,17.5,26.1,39.3,3.2,1001.2
119,¼ö¿ø,2022-09-07,21.7,17.6,28.1,,1.6,1013
119,¼ö¿ø,2022-09-08,22.2,15.5,29.7,,1,1013.8
119,¼ö¿ø,2022-09-09,23.5,17.6,30.7,,1.2,1013.1
119,¼ö¿ø,2022-09-10,23.3,18.2,27.8,,2.1,1013.3
119,¼ö¿ø,2022-09-11,22.8,20.4,26.6,,1.4,1010.7
119,¼ö¿ø,2022-09-12,23.6,19.1,28.4,,0.9,1009.9
119,¼ö¿ø,2022-09-13,24.5,21.6,27.2,0,1.2,1011.5
119,¼ö¿ø,2022-09-14,25,22.3,28.9,0,3,1011.4
119,¼ö¿ø,2022-09-15,25.4,21.9,28.7,,3.5,1006.8
119,¼ö¿ø,2022-09-16,26,23.1,31.2,7.3,2.9,1003.5
119,¼ö¿ø,2022-09-17,25.5,23.3,30.2,2.4,1.3,1004
119,¼ö¿ø,2022-09-18,27.3,23.1,32,,1.5,999.3
119,¼ö¿ø,2022-09-19,25,19.6,29.8,,3.3,997.6
119,¼ö¿ø,2022-09-20,19.5,15.5,24,,1.7,1009.4
119,¼ö¿ø,2022-09-21,19,11.9,25.1,,1.4,1012.8
119,¼ö¿ø,2022-09-22,19.2,15.1,24.6,,1.9,1011.1
119,¼ö¿ø,2022-09-23,16.9,13.6,23.1,2,2.5,1009.2
119,¼ö¿ø,2022-09-24,17.7,11.1,24.4,,1.4,1012.8
119,¼ö¿ø,2022-09-25,19.3,14.6,25.2,,1.2,1012.2
119,¼ö¿ø,2022-09-26,19.4,14.2,26.6,,1.1,1012.7
119,¼ö¿ø,2022-09-27,19.9,12.6,28.1,,1,1011.5
119,¼ö¿ø,2022-09-28,19.9,15,26.1,,1.1,1009.7
119,¼ö¿ø,2022-09-29,19.2,15.1,26.5,,1.1,1010.8
119,¼ö¿ø,2022-09-30,19.9,13.5,28.1,,1,1012.1
119,¼ö¿ø,2022-10-01,19.5,13.9,27.4,,0.8,1013.6
119,¼ö¿ø,2022-10-02,19.9,16.5,23.4,12,2.2,1011.9
119,¼ö¿ø,2022-10-03,22.5,18.4,24.5,38.7,2.5,1007.6
119,¼ö¿ø,2022-10-04,18.9,14.5,23.7,21.2,3,1008.7
119,¼ö¿ø,2022-10-05,16.2,12.6,21.4,,1.4,1015.4
119,¼ö¿ø,2022-10-06,16.8,14.1,20.8,,1.3,1014.9
119,¼ö¿ø,2022-10-07,14.5,10.7,18.8,,2.4,1015.9
119,¼ö¿ø,2022-10-08,15.8,9.9,21.5,,1.9,1019.4
119,¼ö¿ø,2022-10-09,13.5,11.3,15.5,23,2.1,1013.6
119,¼ö¿ø,2022-10-10,10,8.7,13.3,13.6,3.5,1010
119,¼ö¿ø,2022-10-11,10.7,6.4,16.4,,1.9,1017.6
119,¼ö¿ø,2022-10-12,12.7,5.3,20.9,,1.3,1022.2
119,¼ö¿ø,2022-10-13,15.6,9.9,22.9,,1.2,1020.5
119,¼ö¿ø,2022-10-14,16.3,10.7,23.3,,1,1015.9
119,¼ö¿ø,2022-10-15,17.7,11.9,25.1,,1,1014.7
119,¼ö¿ø,2022-10-16,17.1,14.4,20.7,,1,1013.9
119,¼ö¿ø,2022-10-17,11.6,6.9,15.3,,3.4,1015.7
119,¼ö¿ø,2022-10-18,9.1,4.8,14,,1.9,1018.8
119,¼ö¿ø,2022-10-19,9.7,2.5,16.7,,1.2,1022
119,¼ö¿ø,2022-10-20,12.1,4.5,19.6,,1,1023.4
119,¼ö¿ø,2022-10-21,13,7.6,19.9,,1.1,1020.3
119,¼ö¿ø,2022-10-22,14.5,8.3,20.6,,1.3,1016.7
119,¼ö¿ø,2022-10-23,13.7,10.1,18.3,,2.2,1014.8
119,¼ö¿ø,2022-10-24,10.2,6,14.5,,2.3,1017.5
119,¼ö¿ø,2022-10-25,11.3,4.4,17.4,,1.3,1023.8
119,¼ö¿ø,2022-10-26,12.9,8.6,18.3,,1.5,1023.3
119,¼ö¿ø,2022-10-27,12.5,6.3,19.4,,1.4,1021.4
119,¼ö¿ø,2022-10-28,13.1,8.5,19.4,,1,1021.8
119,¼ö¿ø,2022-10-29,13.7,7.7,21.3,,1,1021.8
119,¼ö¿ø,2022-10-30,14.1,8.3,21,,1.1,1020.9
119,¼ö¿ø,2022-10-31,14.8,11.2,20.5,,1.5,1019.8
119,¼ö¿ø,2022-11-01,12.7,8.1,19.3,,1.3,1017.8
119,¼ö¿ø,2022-11-02,10,3.6,17.8,,1.2,1016.8
119,¼ö¿ø,2022-11-03,9.3,4.7,13.9,,1.7,1015.6
119,¼ö¿ø,2022-11-04,5.4,1.9,10.2,,2.4,1019.3
119,¼ö¿ø,2022-11-05,5.8,-1,13.1,,1.3,1021.1
119,¼ö¿ø,2022-11-06,8.8,2.8,15.8,,1.1,1020.3
119,¼ö¿ø,2022-11-07,10.7,3.6,16.8,0,1.1,1019
119,¼ö¿ø,2022-11-08,11.9,7,17.9,0.2,1.1,1020.4
119,¼ö¿ø,2022-11-09,10.3,5.1,16.7,,1,1021.2
119,¼ö¿ø,2022-11-10,12.2,6.6,19.2,,0.7,1020.5
119,¼ö¿ø,2022-11-11,14.4,7.5,22.1,,1.1,1020.7
119,¼ö¿ø,2022-11-12,15.8,9.2,22,34.7,1.6,1011.5
119,¼ö¿ø,2022-11-13,10.9,9.3,17.2,0,2.2,1011.4
119,¼ö¿ø,2022-11-14,9.7,5.6,13.9,,1.7,1014
119,¼ö¿ø,2022-11-15,7.5,2.9,12.3,2.5,1.1,1012.9
119,¼ö¿ø,2022-11-16,8.4,3.6,14.4,,1.2,1016.2
119,¼ö¿ø,2022-11-17,9.9,5.3,16.6,,1,1019.7
119,¼ö¿ø,2022-11-18,10,3.8,18.4,,0.9,1021.8
119,¼ö¿ø,2022-11-19,12.4,4.8,18.8,,1.7,1018.2
119,¼ö¿ø,2022-11-20,12.9,7.9,19.9,,1.2,1015.6
119,¼ö¿ø,2022-11-21,11.6,6.8,17.8,0,1.3,1017.2
119,¼ö¿ø,2022-11-22,10.7,5.9,15.3,0.1,1,1016.5
119,¼ö¿ø,2022-11-23,11,6.5,15.8,0,1.9,1013.6
119,¼ö¿ø,2022-11-24,9.1,4.7,15,,0.8,1016.9
119,¼ö¿ø,2022-11-25,10.8,4.9,16.9,0.8,1.8,1013.3
119,¼ö¿ø,2022-11-26,6.1,-0.1,12.5,0.1,2.1,1014.2
119,¼ö¿ø,2022-11-27,4.8,-2.8,12.6,,1.4,1016.3
119,¼ö¿ø,2022-11-28,11.8,4.7,15.9,10.4,2,1010
119,¼ö¿ø,2022-11-29,6.6,-1.3,13,2.6,3.6,1013.3
119,¼ö¿ø,2022-11-30,-5.4,-7.9,-1.2,,3.9,1027.7
119,¼ö¿ø,2022-12-01,-5.6,-9.2,-2.3,,1.6,1027.7
119,¼ö¿ø,2022-12-02,-3.5,-8.8,1.2,,1.1,1025.8
119,¼ö¿ø,2022-12-03,1.7,-1.7,6.5,0.4,1.7,1021.1
119,¼ö¿ø,2022-12-04,-3.6,-5.9,-0.7,,2.8,1027.4
